script_name,point_index,axis,v_percent,a_percent,t_rel_sec,x_mm,y_mm,z_mm,rx_deg,ry_deg,rz_deg
x_calibrate,2,x,5,100,0.31003776500438107,-103.3921890258789,-450.0404968261719,499.9794921875,-169.8932647705078,-0.005460232961922884,171.99423217773438
x_calibrate,2,x,5,100,0.3200633970045601,-103.91942596435547,-450.0393371582031,499.9759521484375,-169.8935089111328,-0.005474600475281477,171.9942169189453
x_calibrate,2,x,5,100,0.3300742409992381,-105.09085083007812,-450.0385437011719,499.9711608886719,-169.89390563964844,-0.005617543589323759,171.99432373046875
x_calibrate,2,x,5,100,0.33998342200357,-105.72886657714844,-450.03704833984375,499.9681091308594,-169.89419555664062,-0.005661759525537491,171.9947967529297
x_calibrate,2,x,5,100,0.3500670740031637,-106.74475860595703,-450.0364990234375,499.9660339355469,-169.8944854736328,-0.005787719506770372,171.9951934814453
x_calibrate,2,x,5,100,0.36002783300500596,-107.45854949951172,-450.03643798828125,499.9665832519531,-169.8944854736328,-0.005840158089995384,171.99476623535156
x_calibrate,2,x,5,100,0.36999919200025033,-108.56934356689453,-450.03521728515625,499.9648742675781,-169.8948516845703,-0.005787367932498455,171.99472045898438
x_calibrate,2,x,5,100,0.3800734460019157,-109.32701873779297,-450.0341491699219,499.9656066894531,-169.8948974609375,-0.005859447177499533,171.9945831298828
x_calibrate,2,x,5,100,0.3900583299982827,-110.09780883789062,-450.0341491699219,499.9666442871094,-169.89501953125,-0.00589992618188262,171.99493408203125
x_calibrate,2,x,5,100,0.4000185480035725,-110.87718200683594,-450.0318603515625,499.96429443359375,-169.89549255371094,-0.0054902974516153336,171.9943389892578
x_calibrate,2,x,5,100,0.4100216779988841,-111.66517639160156,-450.0303955078125,499.9613342285156,-169.8960723876953,-0.005125018302351236,171.9940185546875
x_calibrate,2,x,5,100,0.42002035900077317,-113.25896453857422,-450.0277099609375,499.9596862792969,-169.8967742919922,-0.004823849070817232,171.99395751953125
x_calibrate,2,x,5,100,0.4300643750029849,-114.05902862548828,-450.0265808105469,499.9576721191406,-169.8972930908203,-0.0046753291971981525,171.99423217773438
x_calibrate,2,x,5,100,0.44000998599949526,-115.2607421875,-450.0262756347656,499.95916748046875,-169.89755249023438,-0.004530793521553278,171.99395751953125
